,rank,title,broadcast,episode,date,genre,category,DateTime,count
24879,280,언니들의 슬램덩크2,KBS 2TV,7,2017-03-24,예능,지상파,2020-04-21 19:00:00,3
24880,281,날아라 슛돌이 뉴 비기닝,KBS 2TV,특집,2020-04-14,예능,지상파,2020-04-21 19:00:00,3
24881,282,지붕 뚫고 하이킥,MBC,17,2009-09-29,예능,지상파,2020-04-21 19:00:00,3
24882,283,설특집 2020 송가인 콘서트 <고맙습니다>,MBC,1,2020-01-26,예능,지상파,2020-04-21 19:00:00,3
24883,284,<무한도전 스페셜> 가요제,MBC,1,2015-08-11,예능,지상파,2020-04-21 19:00:00,3
24884,285,연애의 참견2,KBS JOY,49,2019-07-23,예능,케이블,2020-04-21 19:00:00,3
24885,286,대화의 희열,KBS 2TV,5,2018-10-06,예능,지상파,2020-04-21 19:00:00,3
24886,287,비행기 타고 가요,채널A,2,2019-02-02,예능,종편,2020-04-21 19:00:00,3
24887,288,쇼! 음악중심,MBC,676,2020-04-18,예능,지상파,2020-04-21 19:00:00,3
24888,289,굿피플,채널A,5,2019-05-11,예능,종편,2020-04-21 19:00:00,3
24889,290,도시어부,채널A,103,2019-08-22,예능,종편,2020-04-21 19:00:00,3
24890,291,전국노래자랑,KBS 1TV,,2020-04-12,예능,지상파,2020-04-21 19:00:00,3
24891,292,지구방위대,MBN,8,2020-04-16,예능,종편,2020-04-21 19:00:00,3
24892,293,하이킥3-짧은 다리의 역습,MBC,100,2012-02-27,예능,지상파,2020-04-21 19:00:00,3
24893,294,일밤 - 아빠! 어디가?,MBC,98,2014-12-07,예능,지상파,2020-04-21 19:00:00,3
24894,295,영웅호걸,SBS,4,2010-08-08,예능,지상파,2020-04-21 19:00:00,3
24895,296,해피선데이 - 슈퍼맨이 돌아왔다,KBS 2TV,740,2019-03-17,예능,지상파,2020-04-21 19:00:00,3
24896,297,세친구,MBC,47,2001-01-29,예능,지상파,2020-04-21 19:00:00,3
24897,298,대화의 희열2,KBS 2TV,8,2019-04-20,예능,지상파,2020-04-21 19:00:00,3
24898,299,연애의 맛,TV CHOSUN,16,2019-09-19,예능,종편,2020-04-21 19:00:00,3
24899,300,무확행,SBS,2,2018-09-20,예능,지상파,2020-04-21 19:00:00,3
24900,1,아무도 모른다,SBS,16,2020-04-21,드라마,지상파,2020-04-21 23:00:00,1
24901,2,365 : 운명을 거스르는 1년,MBC,19-20,2020-04-21,드라마,지상파,2020-04-21 23:00:00,1
24902,3,미운 우리 새끼,SBS,186,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24903,4,아내의 맛,TV조선,94,2020-04-21,예능,종편,2020-04-21 23:00:00,1
24904,5,동상이몽2_너는 내 운명,SBS,142,2020-04-20,예능,지상파,2020-04-21 23:00:00,1
24905,6,개는 훌륭하다,KBS 2TV,24,2020-04-20,예능,지상파,2020-04-21 23:00:00,1
24906,7,나 혼자 산다,MBC,342,2020-04-17,예능,지상파,2020-04-21 23:00:00,1
24907,8,런닝맨,SBS,499,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24908,9,슈퍼맨이 돌아왔다,KBS 2TV,326,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24909,10,더 킹 : 영원의 군주,SBS,2,2020-04-18,드라마,지상파,2020-04-21 23:00:00,1
24910,11,본 어게인,KBS 2TV,1-2,2020-04-20,드라마,지상파,2020-04-21 23:00:00,1
24911,12,일일드라마 위험한 약속,KBS 2TV,17,2020-04-21,드라마,지상파,2020-04-21 23:00:00,1
24912,13,무엇이든 물어보살,KBS JOY,57,2020-04-20,예능,케이블,2020-04-21 23:00:00,1
24913,14,전지적 참견시점,MBC,100,2020-04-18,예능,지상파,2020-04-21 23:00:00,1
24914,15,MBC뉴스데스크,MBC,20200421,2020-04-21,뉴스,지상파,2020-04-21 23:00:00,1
24915,16,놀면 뭐하니?,MBC,38,2020-04-18,예능,지상파,2020-04-21 23:00:00,1
24916,17,부러우면 지는거다,MBC,7,2020-04-20,예능,지상파,2020-04-21 23:00:00,1
24917,18,KBS 뉴스9,KBS,1167,2020-04-21,뉴스,지상파,2020-04-21 23:00:00,1
24918,19,구해줘! 홈즈,MBC,54,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24919,20,맛 좀 보실래요,SBS,116,2020-04-21,드라마,지상파,2020-04-21 23:00:00,1
24920,21,1박2일 시즌4,KBS 2TV,20,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24921,22,한 번 다녀왔습니다,KBS 2TV,15-16,2020-04-19,드라마,지상파,2020-04-21 23:00:00,1
24922,23,옥탑방의 문제아들,KBS 2TV,74,2020-04-20,예능,지상파,2020-04-21 23:00:00,1
24923,24,그것이 알고싶다,SBS,1211,2020-04-18,시사교양,지상파,2020-04-21 23:00:00,1
24924,25,사장님 귀는 당나귀 귀,KBS 2TV,52,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24925,26,선을 넘는 녀석들-리턴즈,MBC,34,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24926,27,신청곡을 불러드립니다-사랑의 콜센타,TV CHOSUN,3,2020-04-16,예능,종편,2020-04-21 23:00:00,1
24927,28,휴먼다큐 사람이 좋다,MBC,360,2020-04-21,시사교양,지상파,2020-04-21 23:00:00,1
24928,29,나쁜사랑,MBC,101,2020-04-21,드라마,지상파,2020-04-21 23:00:00,1
24929,30,일일연속극 기막힌 유산,KBS 1TV,2,2020-04-21,드라마,지상파,2020-04-21 23:00:00,1
24930,31,SBS 8뉴스,SBS,,2020-04-21,뉴스,지상파,2020-04-21 23:00:00,1
24931,32,맛있는 녀석들,iHQ,269,2020-04-17,예능,케이블,2020-04-21 23:00:00,1
24932,33,집사부일체,SBS,116,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24933,34,신상 출시 편스토랑,KBS 2TV,25,2020-04-17,예능,지상파,2020-04-21 23:00:00,1
24934,35,그 남자의 기억법,MBC,17-18,2020-04-16,드라마,지상파,2020-04-21 23:00:00,1
24936,37,비디오스타,MBC Every1,193,2020-04-21,예능,케이블,2020-04-21 23:00:00,1
24937,38,아무도 모른다[19세],SBS,15,2020-04-20,드라마,지상파,2020-04-21 23:00:00,1
24938,39,살림하는 남자들,KBS 2TV,162,2020-04-18,예능,지상파,2020-04-21 23:00:00,1
24939,40,맛남의 광장,SBS,20,2020-04-16,예능,지상파,2020-04-21 23:00:00,1
24940,41,백종원의 골목식당,SBS,113,2020-04-08,예능,지상파,2020-04-21 23:00:00,1
24941,42,판도라,MBN,166,2020-04-20,시사교양,종편,2020-04-21 23:00:00,1
24942,43,끼리끼리,MBC,13,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24943,44,기막힌 이야기 실제상황,MBN,387,2020-04-19,시사교양,종편,2020-04-21 23:00:00,1
24944,45,궁금한 이야기 Y,SBS,492,2020-04-17,시사교양,지상파,2020-04-21 23:00:00,1
24945,46,연애의 참견3,KBS JOY,15,2020-04-14,예능,케이블,2020-04-21 23:00:00,1
24946,47,하이에나,SBS,16,2020-04-11,드라마,지상파,2020-04-21 23:00:00,1
24947,48,라디오스타,MBC,664,2020-04-08,예능,지상파,2020-04-21 23:00:00,1
24948,49,유별나! 문셰프,채널A,8,2020-04-18,드라마,종편,2020-04-21 23:00:00,1
24949,50,풍문으로 들었쇼,채널A,236,2020-04-20,예능,종편,2020-04-21 23:00:00,1
24950,51,휴먼다큐 사노라면,MBN,427,2020-04-21,시사교양,종편,2020-04-21 23:00:00,1
24951,52,김병만의 정글의 법칙,SBS,410,2020-04-18,예능,지상파,2020-04-21 23:00:00,1
24952,53,서민갑부,채널A,276,2020-04-21,시사교양,종편,2020-04-21 23:00:00,1
24953,54,TV 동물농장,SBS,965,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24954,55,도시어부2,채널A,17,2020-04-09,예능,종편,2020-04-21 23:00:00,1
24955,56,어서와 한국은 처음이지?,MBC Every1,135,2020-04-16,예능,케이블,2020-04-21 23:00:00,1
24956,57,불타는 청춘,SBS,249,2020-04-14,예능,지상파,2020-04-21 23:00:00,1
24957,58,오지GO 아마존 of 아마존,MBN,1,2020-04-20,예능,종편,2020-04-21 23:00:00,1
24958,59,밥은 먹고 다니냐?,SBS Plus,26,2020-04-20,예능,케이블,2020-04-21 23:00:00,1
24959,60,하트시그널 시즌3,채널A,3,2020-04-08,예능,종편,2020-04-21 23:00:00,1
24960,61,복면가왕,MBC,251,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24961,62,이제 만나러 갑니다,채널A,435,2020-04-19,예능,종편,2020-04-21 23:00:00,1
24962,63,미스터트롯,TV CHOSUN,10,2020-03-05,예능,종편,2020-04-21 23:00:00,1
24963,64,얼마예요?,TV CHOSUN,134,2020-04-20,예능,종편,2020-04-21 23:00:00,1
24964,65,탐사기획 스트레이트,MBC,86,2020-04-20,시사교양,지상파,2020-04-21 23:00:00,1
24965,66,꽃길만 걸어요,KBS 1TV,123,2020-04-17,드라마,지상파,2020-04-21 23:00:00,1
24966,67,낭만닥터 김사부 2,SBS,15,2020-02-24,드라마,지상파,2020-04-21 23:00:00,1
24967,68,강적들,TV CHOSUN,329,2020-04-18,시사교양,종편,2020-04-21 23:00:00,1
24968,69,모던 패밀리,MBN,59,2020-04-17,예능,종편,2020-04-21 23:00:00,1
24969,70,미스터트롯의 맛,TV CHOSUN,2,2020-03-26,예능,종편,2020-04-21 23:00:00,1
24970,71,신비한 TV 서프라이즈,MBC,912,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24971,72,어쩌다 발견한 하루,MBC,3-4,2019-10-03,드라마,지상파,2020-04-21 23:00:00,1
24972,73,질투의 화신,SBS,7,2016-09-14,드라마,지상파,2020-04-21 23:00:00,1
24973,74,인간극장,KBS 1TV,4402,2020-04-21,시사교양,지상파,2020-04-21 23:00:00,1
24974,75,아빠본색,채널A,196,2020-04-19,예능,종편,2020-04-21 23:00:00,1
24975,76,무한도전,MBC,272,2011-10-22,예능,지상파,2020-04-21 23:00:00,1
24976,77,"오! 나의 파트,너",MBC,3,2020-04-18,예능,지상파,2020-04-21 23:00:00,1
24977,78,이웃집 찰스,KBS 1TV,233,2020-04-21,시사교양,지상파,2020-04-21 23:00:00,1
24978,79,나는 몸신이다,채널A,276,2020-04-21,예능,종편,2020-04-21 23:00:00,1
24979,80,태양의 후예,KBS 2TV,2,2016-02-25,드라마,지상파,2020-04-21 23:00:00,1
24980,81,스토브리그,SBS,10,2020-01-17,드라마,지상파,2020-04-21 23:00:00,1
24981,82,속풀이쇼 동치미,MBN,388,2020-04-18,예능,종편,2020-04-21 23:00:00,1
24982,83,편애중계,MBC,23,2020-04-17,예능,지상파,2020-04-21 23:00:00,1
24983,84,모란봉 클럽,TV CHOSUN,235,2020-04-19,예능,종편,2020-04-21 23:00:00,1
24984,85,개그 콘서트,KBS 2TV,1043,2020-04-17,예능,지상파,2020-04-21 23:00:00,1
24985,86,공부가 머니?,MBC,24,2020-04-17,예능,지상파,2020-04-21 23:00:00,1
24986,87,동백꽃 필 무렵,KBS 2TV,39-40,2019-11-21,드라마,지상파,2020-04-21 23:00:00,1
24987,88,실화탐사대,MBC,76,2020-04-08,시사교양,지상파,2020-04-21 23:00:00,1
24988,89,이십세기 힛-트쏭,KBS JOY,4,2020-04-17,예능,케이블,2020-04-21 23:00:00,1
24989,90,유희열의 스케치북,KBS 2TV,487,2020-04-17,예능,지상파,2020-04-21 23:00:00,1
24990,91,사사건건,KBS 1TV,439,2020-04-21,시사교양,지상파,2020-04-21 23:00:00,1
24991,92,"쌈, 마이웨이",KBS 2TV,2,2017-05-23,드라마,지상파,2020-04-21 23:00:00,1
24992,93,출발! 비디오 여행,MBC,1328,2020-04-19,예능,지상파,2020-04-21 23:00:00,1
24993,94,낭만닥터 김사부 ,SBS,20,2017-01-16,드라마,지상파,2020-04-21 23:00:00,1
24994,95,가요무대,KBS 1TV,,2020-04-20,예능,지상파,2020-04-21 23:00:00,1
24995,96,더킹 투하츠,MBC,1,2012-03-21,드라마,지상파,2020-04-21 23:00:00,1
24996,97,천일야사,채널A,173,2020-04-14,시사교양,종편,2020-04-21 23:00:00,1
24997,98,하트시그널 시즌2,채널A,9,2018-05-18,예능,종편,2020-04-21 23:00:00,1
24998,99,미스트롯,TV CHOSUN,1,2019-02-28,예능,종편,2020-04-21 23:00:00,1
24999,100,엄지의 제왕,MBN,379,2020-04-21,예능,종편,2020-04-21 23:00:00,1
25000,101,아무도 모른다,SBS,16,2020-04-21,드라마,지상파,2020-04-21 23:00:00,2
25001,102,365 : 운명을 거스르는 1년,MBC,19-20,2020-04-21,드라마,지상파,2020-04-21 23:00:00,2
25002,103,더 킹 : 영원의 군주,SBS,2,2020-04-18,드라마,지상파,2020-04-21 23:00:00,2
25003,104,본 어게인,KBS 2TV,1-2,2020-04-20,드라마,지상파,2020-04-21 23:00:00,2
25004,105,일일드라마 위험한 약속,KBS 2TV,17,2020-04-21,드라마,지상파,2020-04-21 23:00:00,2
25005,106,맛 좀 보실래요,SBS,116,2020-04-21,드라마,지상파,2020-04-21 23:00:00,2
25006,107,한 번 다녀왔습니다,KBS 2TV,15-16,2020-04-19,드라마,지상파,2020-04-21 23:00:00,2
25007,108,나쁜사랑,MBC,101,2020-04-21,드라마,지상파,2020-04-21 23:00:00,2
25008,109,일일연속극 기막힌 유산,KBS 1TV,2,2020-04-21,드라마,지상파,2020-04-21 23:00:00,2
25009,110,그 남자의 기억법,MBC,17-18,2020-04-16,드라마,지상파,2020-04-21 23:00:00,2
25010,111,아무도 모른다[19세],SBS,15,2020-04-20,드라마,지상파,2020-04-21 23:00:00,2
25011,112,하이에나,SBS,16,2020-04-11,드라마,지상파,2020-04-21 23:00:00,2
25012,113,유별나! 문셰프,채널A,8,2020-04-18,드라마,종편,2020-04-21 23:00:00,2
25013,114,꽃길만 걸어요,KBS 1TV,123,2020-04-17,드라마,지상파,2020-04-21 23:00:00,2
25014,115,낭만닥터 김사부 2,SBS,15,2020-02-24,드라마,지상파,2020-04-21 23:00:00,2
25015,116,어쩌다 발견한 하루,MBC,3-4,2019-10-03,드라마,지상파,2020-04-21 23:00:00,2
25016,117,질투의 화신,SBS,7,2016-09-14,드라마,지상파,2020-04-21 23:00:00,2
25017,118,태양의 후예,KBS 2TV,2,2016-02-25,드라마,지상파,2020-04-21 23:00:00,2
25018,119,스토브리그,SBS,10,2020-01-17,드라마,지상파,2020-04-21 23:00:00,2
25019,120,동백꽃 필 무렵,KBS 2TV,39-40,2019-11-21,드라마,지상파,2020-04-21 23:00:00,2
25020,121,"쌈, 마이웨이",KBS 2TV,2,2017-05-23,드라마,지상파,2020-04-21 23:00:00,2
25021,122,낭만닥터 김사부 ,SBS,20,2017-01-16,드라마,지상파,2020-04-21 23:00:00,2
25022,123,더킹 투하츠,MBC,1,2012-03-21,드라마,지상파,2020-04-21 23:00:00,2
25023,124,상속자들,SBS,10,2013-11-07,드라마,지상파,2020-04-21 23:00:00,2
25024,125,아이리스,KBS 2TV,2,2009-10-15,드라마,지상파,2020-04-21 23:00:00,2
25025,126,계약우정,KBS 2TV,7-8,2020-04-14,드라마,지상파,2020-04-21 23:00:00,2
25026,127,그들이 사는 세상,KBS 2TV,3,2008-11-03,드라마,지상파,2020-04-21 23:00:00,2
25027,128,열혈사제,SBS,5,2019-03-01,드라마,지상파,2020-04-21 23:00:00,2
25028,129,역도요정 김복주,MBC,9,2016-12-14,드라마,지상파,2020-04-21 23:00:00,2
25029,130,어서와,KBS 2TV,15-16,2020-04-16,드라마,지상파,2020-04-21 23:00:00,2
25030,131,특별근로감독관 조장풍,MBC,19-20,2019-05-07,드라마,지상파,2020-04-21 23:00:00,2
25031,132,금토드라마 고백부부,KBS 2TV,1,2017-10-13,드라마,지상파,2020-04-21 23:00:00,2
25032,133,푸른 바다의 전설,SBS,4,2016-11-24,드라마,지상파,2020-04-21 23:00:00,2
25033,134,동이,MBC,47,2010-08-30,드라마,지상파,2020-04-21 23:00:00,2
25034,135,수상한 파트너,SBS,3,2017-05-17,드라마,지상파,2020-04-21 23:00:00,2
25035,136,닥터스,SBS,7,2016-07-11,드라마,지상파,2020-04-21 23:00:00,2
25036,137,달의 연인-보보경심 려,SBS,13,2016-10-04,드라마,지상파,2020-04-21 23:00:00,2
25037,138,프로듀사,KBS 2TV,3,2015-05-22,드라마,지상파,2020-04-21 23:00:00,2
25038,139,허준,MBC,63 ,2000-06-26,드라마,지상파,2020-04-21 23:00:00,2
25039,140,시티헌터,SBS,5,2011-06-08,드라마,지상파,2020-04-21 23:00:00,2
25040,141,별에서 온 그대,SBS,15,2014-02-06,드라마,지상파,2020-04-21 23:00:00,2
25041,142,전설의 마녀,MBC,28,2015-01-25,드라마,지상파,2020-04-21 23:00:00,2
25042,143,연애의 발견,KBS 2TV,6,2014-09-02,드라마,지상파,2020-04-21 23:00:00,2
25043,144,김과장,KBS 2TV,3,2017-02-01,드라마,지상파,2020-04-21 23:00:00,2
25044,145,그녀는 예뻤다,MBC,1,2015-09-16,드라마,지상파,2020-04-21 23:00:00,2
25045,146,야인시대,SBS,17,2002-09-23,드라마,지상파,2020-04-21 23:00:00,2
25046,147,제5공화국,MBC,12,2005-05-29,드라마,지상파,2020-04-21 23:00:00,2
25047,148,구르미 그린 달빛,KBS 2TV,7,2016-09-12,드라마,지상파,2020-04-21 23:00:00,2
25048,149,MBN 수목드라마 우아한 가,MBN,3,2019-08-28,드라마,종편,2020-04-21 23:00:00,2
25049,150,육룡이 나르샤,SBS,25,2015-12-28,드라마,지상파,2020-04-21 23:00:00,2
25050,151,아이가 다섯,KBS 2TV,52,2016-08-14,드라마,지상파,2020-04-21 23:00:00,2
25051,152,보고 또 보고,MBC,271,1999-03-31,드라마,지상파,2020-04-21 23:00:00,2
25052,153,주군의 태양,SBS,9,2013-09-04,드라마,지상파,2020-04-21 23:00:00,2
25053,154,조선로코 - 녹두전,KBS 2TV,7-8,2019-10-08,드라마,지상파,2020-04-21 23:00:00,2
25054,155,신사의 품격,SBS,1,2012-05-26,드라마,지상파,2020-04-21 23:00:00,2
25055,156,검법남녀 시즌2,MBC,11-12,2019-06-18,드라마,지상파,2020-04-21 23:00:00,2
25056,157,궁,MBC,22,2006-03-23,드라마,지상파,2020-04-21 23:00:00,2
25057,158,운명처럼 널 사랑해,MBC,1,2014-07-02,드라마,지상파,2020-04-21 23:00:00,2
25058,159,"하이드 지킬, 나",SBS,1,2015-01-21,드라마,지상파,2020-04-21 23:00:00,2
25059,160,오로라 공주,MBC,137,2013-12-03,드라마,지상파,2020-04-21 23:00:00,2
25060,161,W(더블유),MBC,3,2016-07-27,드라마,지상파,2020-04-21 23:00:00,2
25061,162,힐러,KBS 2TV,1,2014-12-08,드라마,지상파,2020-04-21 23:00:00,2
25062,163,포레스트,KBS 2TV,5-6,2020-02-05,드라마,지상파,2020-04-21 23:00:00,2
25063,164,의사요한,SBS,4,2019-07-27,드라마,지상파,2020-04-21 23:00:00,2
25064,165,너의 목소리가 들려,SBS,8,2013-06-27,드라마,지상파,2020-04-21 23:00:00,2
25065,166,불멸의이순신,KBS 1TV,77,2005-05-28,드라마,지상파,2020-04-21 23:00:00,2
25066,167,금 나와라 뚝딱!,MBC,39,2013-08-17,드라마,지상파,2020-04-21 23:00:00,2
25067,168,더게임:0시를 향하여,MBC,29-30,2020-03-11,드라마,지상파,2020-04-21 23:00:00,2
25068,169,퐁당퐁당 love,MBC,1,2015-12-13,드라마,지상파,2020-04-21 23:00:00,2
25069,170,뷰티풀 마인드,KBS 2TV,2,2016-06-21,드라마,지상파,2020-04-21 23:00:00,2
25070,171,드림하이1,KBS 2TV,1,2011-01-03,드라마,지상파,2020-04-21 23:00:00,2
25071,172,"내딸, 금사월",MBC,50,2016-02-27,드라마,지상파,2020-04-21 23:00:00,2
25072,173,각시탈,KBS 2TV,9,2012-06-27,드라마,지상파,2020-04-21 23:00:00,2
25073,174,당신이 잠든 사이에,SBS,5,2017-10-04,드라마,지상파,2020-04-21 23:00:00,2
25074,175,대장금,MBC,37 ,2004-01-26,드라마,지상파,2020-04-21 23:00:00,2
25075,176,해를 품은 달,MBC,10,2012-02-02,드라마,지상파,2020-04-21 23:00:00,2
25076,177,신입사관 구해령,MBC,1-2,2019-07-17,드라마,지상파,2020-04-21 23:00:00,2
25077,178,친애하는 판사님께,SBS,2,2018-07-26,드라마,지상파,2020-04-21 23:00:00,2
25078,179,"수목 드라마 단, 하나의 사랑",KBS 2TV,5-6,2019-05-29,드라마,지상파,2020-04-21 23:00:00,2
25079,180,쇼핑왕 루이,MBC,14,2016-11-09,드라마,지상파,2020-04-21 23:00:00,2
25080,181,하자있는 인간들,MBC,31-32,2020-01-16,드라마,지상파,2020-04-21 23:00:00,2
25081,182,시크릿 가든,SBS,13,2010-12-25,드라마,지상파,2020-04-21 23:00:00,2
25082,183,킬미힐미,MBC,7,2015-01-28,드라마,지상파,2020-04-21 23:00:00,2
25083,184,괜찮아 사랑이야,SBS,1,2014-07-23,드라마,지상파,2020-04-21 23:00:00,2
25084,185,커피프린스 1호점,MBC,7 ,2007-07-23,드라마,지상파,2020-04-21 23:00:00,2
25085,186,VIP,SBS,2,2019-10-29,드라마,지상파,2020-04-21 23:00:00,2
25086,187,닥터 이방인,SBS,1,2014-05-05,드라마,지상파,2020-04-21 23:00:00,2
25087,188,역적 : 백성을 훔친 도적,MBC,22,2017-04-11,드라마,지상파,2020-04-21 23:00:00,2
25088,189,최고의 사랑,MBC,7,2011-05-25,드라마,지상파,2020-04-21 23:00:00,2
25089,190,후아유-학교 2015,KBS 2TV,3,2015-05-04,드라마,지상파,2020-04-21 23:00:00,2
25090,191,언니는 살아있다,SBS,40,2017-08-26,드라마,지상파,2020-04-21 23:00:00,2
25091,192,꽃보다 남자,KBS 2TV,6,2009-01-20,드라마,지상파,2020-04-21 23:00:00,2
25092,193,수목 드라마 닥터 프리즈너,KBS 2TV,5-6,2019-03-27,드라마,지상파,2020-04-21 23:00:00,2
25093,194,함부로 애틋하게,KBS 2TV,9,2016-08-03,드라마,지상파,2020-04-21 23:00:00,2
25094,195,배가본드,SBS,9,2019-10-18,드라마,지상파,2020-04-21 23:00:00,2
25095,196,"장옥정, 사랑에 살다",SBS,19,2013-06-10,드라마,지상파,2020-04-21 23:00:00,2
25096,197,메디컬 탑팀,MBC,3,2013-10-16,드라마,지상파,2020-04-21 23:00:00,2
25097,198,아버지가 이상해,KBS 2TV,41,2017-07-22,드라마,지상파,2020-04-21 23:00:00,2
25098,199,위대한 유혹자,MBC,3,2018-03-13,드라마,지상파,2020-04-21 23:00:00,2
25099,200,상도,MBC,15 ,2001-12-03,드라마,지상파,2020-04-21 23:00:00,2
25100,201,미운 우리 새끼,SBS,186,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25101,202,아내의 맛,TV조선,94,2020-04-21,예능,종편,2020-04-21 23:00:00,3
25102,203,동상이몽2_너는 내 운명,SBS,142,2020-04-20,예능,지상파,2020-04-21 23:00:00,3
25103,204,개는 훌륭하다,KBS 2TV,24,2020-04-20,예능,지상파,2020-04-21 23:00:00,3
25104,205,나 혼자 산다,MBC,342,2020-04-17,예능,지상파,2020-04-21 23:00:00,3
25105,206,런닝맨,SBS,499,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25106,207,슈퍼맨이 돌아왔다,KBS 2TV,326,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25107,208,무엇이든 물어보살,KBS JOY,57,2020-04-20,예능,케이블,2020-04-21 23:00:00,3
25108,209,전지적 참견시점,MBC,100,2020-04-18,예능,지상파,2020-04-21 23:00:00,3
25109,210,놀면 뭐하니?,MBC,38,2020-04-18,예능,지상파,2020-04-21 23:00:00,3
25110,211,부러우면 지는거다,MBC,7,2020-04-20,예능,지상파,2020-04-21 23:00:00,3
25111,212,구해줘! 홈즈,MBC,54,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25112,213,1박2일 시즌4,KBS 2TV,20,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25113,214,옥탑방의 문제아들,KBS 2TV,74,2020-04-20,예능,지상파,2020-04-21 23:00:00,3
25114,215,사장님 귀는 당나귀 귀,KBS 2TV,52,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25115,216,선을 넘는 녀석들-리턴즈,MBC,34,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25116,217,신청곡을 불러드립니다-사랑의 콜센타,TV CHOSUN,3,2020-04-16,예능,종편,2020-04-21 23:00:00,3
25117,218,맛있는 녀석들,iHQ,269,2020-04-17,예능,케이블,2020-04-21 23:00:00,3
25118,219,집사부일체,SBS,116,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25119,220,신상 출시 편스토랑,KBS 2TV,25,2020-04-17,예능,지상파,2020-04-21 23:00:00,3
25120,221,비디오스타,MBC Every1,193,2020-04-21,예능,케이블,2020-04-21 23:00:00,3
25121,222,살림하는 남자들,KBS 2TV,162,2020-04-18,예능,지상파,2020-04-21 23:00:00,3
25122,223,맛남의 광장,SBS,20,2020-04-16,예능,지상파,2020-04-21 23:00:00,3
25123,224,백종원의 골목식당,SBS,113,2020-04-08,예능,지상파,2020-04-21 23:00:00,3
25124,225,끼리끼리,MBC,13,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25125,226,연애의 참견3,KBS JOY,15,2020-04-14,예능,케이블,2020-04-21 23:00:00,3
25126,227,라디오스타,MBC,664,2020-04-08,예능,지상파,2020-04-21 23:00:00,3
25127,228,풍문으로 들었쇼,채널A,236,2020-04-20,예능,종편,2020-04-21 23:00:00,3
25128,229,김병만의 정글의 법칙,SBS,410,2020-04-18,예능,지상파,2020-04-21 23:00:00,3
25129,230,TV 동물농장,SBS,965,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25130,231,도시어부2,채널A,17,2020-04-09,예능,종편,2020-04-21 23:00:00,3
25131,232,어서와 한국은 처음이지?,MBC Every1,135,2020-04-16,예능,케이블,2020-04-21 23:00:00,3
25132,233,불타는 청춘,SBS,249,2020-04-14,예능,지상파,2020-04-21 23:00:00,3
25133,234,오지GO 아마존 of 아마존,MBN,1,2020-04-20,예능,종편,2020-04-21 23:00:00,3
25134,235,밥은 먹고 다니냐?,SBS Plus,26,2020-04-20,예능,케이블,2020-04-21 23:00:00,3
25135,236,하트시그널 시즌3,채널A,3,2020-04-08,예능,종편,2020-04-21 23:00:00,3
25136,237,복면가왕,MBC,251,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25137,238,이제 만나러 갑니다,채널A,435,2020-04-19,예능,종편,2020-04-21 23:00:00,3
25138,239,미스터트롯,TV CHOSUN,10,2020-03-05,예능,종편,2020-04-21 23:00:00,3
25139,240,얼마예요?,TV CHOSUN,134,2020-04-20,예능,종편,2020-04-21 23:00:00,3
25140,241,모던 패밀리,MBN,59,2020-04-17,예능,종편,2020-04-21 23:00:00,3
25141,242,미스터트롯의 맛,TV CHOSUN,2,2020-03-26,예능,종편,2020-04-21 23:00:00,3
25142,243,신비한 TV 서프라이즈,MBC,912,2020-04-19,예능,지상파,2020-04-21 23:00:00,3
25143,244,아빠본색,채널A,196,2020-04-19,예능,종편,2020-04-21 23:00:00,3
25144,245,무한도전,MBC,272,2011-10-22,예능,지상파,2020-04-21 23:00:00,3
25145,246,"오! 나의 파트,너",MBC,3,2020-04-18,예능,지상파,2020-04-21 23:00:00,3
25146,247,나는 몸신이다,채널A,276,2020-04-21,예능,종편,2020-04-21 23:00:00,3
25147,248,속풀이쇼 동치미,MBN,388,2020-04-18,예능,종편,2020-04-21 23:00:00,3
25148,249,편애중계,MBC,23,2020-04-17,예능,지상파,2020-04-21 23:00:00,3
25149,250,모란봉 클럽,TV CHOSUN,235,2020-04-19,예능,종편,2020-04-21 23:00:00,3
